,Graduado,Calificacion_Promedio,Tareas_Puntuales,Tareas_No_Entregadas,Tareas_Retrasadas,Total_Tareas,Dias_Conectado,Minutos_Promedio,Minutos_Total,clase,Año,Mes,CICLO,Org
1923,No,81.80933333333333,14.0,1.0,0.0,15.0,68.0,318.049411764706,21627.360000000008,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
1924,No,41.857142857142854,7.0,7.0,0.0,14.0,12.0,72.91916666666667,875.03,Social Media,2019,7,2.875,MER
1925,No,76.64846153846153,11.0,2.0,0.0,13.0,39.0,151.9589743589744,5926.4,Neurodesarrollo,2019,7,2.875,EDU
1926,No,41.90533333333333,9.0,6.0,0.0,15.0,16.0,159.56625,2553.06,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
1927,No,73.05583333333334,10.0,2.0,0.0,12.0,31.0,412.4709677419355,12786.6,Making Sense of Data: Modelación predictiva,2019,7,2.875,TI
1928,Si,74.10230769230769,11.0,2.0,0.0,13.0,77.0,160.10714285714292,12328.250000000005,Neurodesarrollo,2019,7,2.875,EDU
1929,No,10.475999999999999,2.0,13.0,0.0,15.0,9.0,196.69666666666663,1770.27,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
1930,Si,46.327,12.0,8.0,0.0,20.0,50.0,78.22540000000002,3911.2700000000013,Neurodesarrollo,2019,7,2.875,EDU
1931,Si,56.667142857142856,7.0,5.0,2.0,14.0,62.0,159.7853225806452,9906.690000000002,Inteligencia de negocio en el contexto digital,2019,7,2.875,FZ
1932,Si,60.245,8.0,4.0,2.0,14.0,69.0,97.99782608695654,6761.850000000001,Criptoeconomía,2019,7,2.875,TI
1933,No,0.0,0.0,14.0,0.0,14.0,7.0,46.564285714285724,325.9500000000001,Criptoeconomía,2019,7,2.875,TI
1934,Si,93.999,10.0,0.0,0.0,10.0,33.0,149.03727272727275,4918.230000000001,Mercadotecnia Social en Farma,2019,7,2.875,TI
1935,Si,76.0,8.0,2.0,0.0,10.0,65.0,169.61769230769227,11025.149999999998,Liderazgo y Motivación,2019,7,2.875,RH
1936,Si,80.0,10.0,0.0,0.0,10.0,117.0,119.45179487179486,13975.86,La Tecnología en la Educación,2019,7,2.875,EDU
1937,No,78.33333333333333,10.0,2.0,0.0,12.0,29.0,337.888275862069,9798.760000000002,Diagnóstico de Obesidad Infantil,2019,7,2.875,BSN
1938,No,57.667,6.0,4.0,0.0,10.0,10.0,123.57,1235.7,Liderazgo y Motivación,2019,7,2.875,TI
1939,Si,88.667,10.0,0.0,0.0,10.0,46.0,465.86217391304353,21429.660000000003,Diseño e Implementación de APPS,2019,7,2.875,TI
1940,No,71.94846153846154,12.0,1.0,0.0,13.0,33.0,358.27060606060616,11822.930000000002,Desarrollo adolescente y Salud mental,2019,7,2.875,BSN
1941,Si,94.0,5.0,0.0,0.0,5.0,88.0,136.23318181818186,11988.520000000004,Análisis de Estados Financieros,2019,7,2.875,FZ
1942,Si,80.68181818181819,11.0,0.0,0.0,11.0,51.0,475.848039215686,24268.249999999996,Legislación Educativa,2019,7,2.875,EDU
1943,No,0.0,0.0,10.0,0.0,10.0,2.0,27.395,54.79,Proceso de enseñanza-aprendizaje,2019,7,2.875,EDU
1944,No,0.0,0.0,15.0,0.0,15.0,6.0,130.025,780.15,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
1945,Si,91.8181818181818,10.0,0.0,1.0,11.0,82.0,117.78329268292684,9658.23,Metodología moderna de la preparación deportiva,2019,7,2.875,EDU
1946,No,82.19066666666667,14.0,1.0,0.0,15.0,31.0,469.8816129032258,14566.330000000002,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
1947,No,93.0,10.0,0.0,0.0,10.0,78.0,125.06346153846157,9754.95,Diseño e Implementación de APPS,2019,7,2.875,TI
1948,Si,76.69800000000001,15.0,0.0,0.0,15.0,63.0,180.03476190476192,11342.19,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
1949,No,81.667,10.0,0.0,0.0,10.0,11.0,69.93909090909091,769.3299999999998,Liderazgo y Motivación,2019,7,2.875,EDU
1950,Si,96.0,10.0,0.0,0.0,10.0,73.0,171.80054794520558,12541.440000000004,Liderazgo y Motivación,2019,7,2.875,MER
1951,No,0.0,0.0,15.0,0.0,15.0,10.0,209.47400000000002,2094.74,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
1952,Si,88.18181818181819,10.0,1.0,0.0,11.0,51.0,180.33843137254902,9197.26,Administración de costos,2019,7,2.875,BSN
1953,No,37.667,4.0,6.0,0.0,10.0,16.0,364.33937500000013,5829.430000000001,Liderazgo y Motivación,2019,7,2.875,MER
1954,Si,82.57133333333333,15.0,0.0,0.0,15.0,81.0,198.41901234567902,16071.940000000004,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
1955,Si,75.55923076923077,13.0,0.0,0.0,13.0,105.0,374.5111428571428,39323.67,Filosofía y Arte,2019,7,2.875,AH
1956,Si,86.934,10.0,0.0,0.0,10.0,92.0,278.0617391304348,25581.68,Proceso de enseñanza-aprendizaje,2019,7,2.875,EDU
1957,No,89.333,10.0,0.0,0.0,10.0,36.0,311.0355555555555,11197.28,Liderazgo y Motivación,2019,7,2.875,TI
1958,Si,73.01928571428572,12.0,2.0,0.0,14.0,39.0,678.537692307692,26462.96999999999,Arte prehistórico y protohistórico,2019,7,2.875,AH
1959,Si,81.88916666666667,11.0,1.0,0.0,12.0,66.0,352.14757575757574,23241.74,Neurodesarrollo,2019,7,2.875,EDU
1960,No,18.928571428571427,4.0,10.0,0.0,14.0,9.0,260.07,2340.63,Evaluación educativa,2019,7,2.875,EDU
1961,Si,98.0,10.0,0.0,0.0,10.0,132.0,169.3959090909091,22360.26,Liderazgo y Motivación,2019,7,2.875,RH
1962,Si,89.0,9.0,0.0,1.0,10.0,51.0,263.56999999999994,13442.069999999992,Liderazgo y Motivación,2019,7,2.875,TI
1963,Si,100.0,10.0,0.0,0.0,10.0,78.0,157.10371794871799,12254.09,Liderazgo y Motivación,2019,7,2.875,TI
1964,Si,100.0,10.0,0.0,0.0,10.0,146.0,275.02520547945204,40153.679999999986,Liderazgo y Motivación,2019,7,2.875,TI
1965,Si,92.333,10.0,0.0,0.0,10.0,21.0,400.5014285714286,8410.53,Liderazgo y Motivación,2019,7,2.875,AN
1966,No,25.0,4.0,10.0,0.0,14.0,16.0,321.31375,5141.02,Social Media,2019,7,2.875,DER
1967,Si,76.09,11.0,2.0,0.0,13.0,45.0,598.6937777777779,26941.220000000005,Neurodesarrollo,2019,7,2.875,EDU
1968,No,69.66666666666667,12.0,3.0,0.0,15.0,36.0,363.89499999999987,13100.219999999998,Desarrollo emprendedor de negocios,2019,8,3.0,TI
1969,No,89.0909090909091,10.0,1.0,0.0,11.0,31.0,185.0925806451613,5737.869999999999,Administración de costos,2019,7,2.875,AN
1970,No,92.0,10.0,0.0,0.0,10.0,38.0,209.18342105263162,7948.970000000001,Liderazgo y Motivación,2019,7,2.875,AN
1971,No,0.0,0.0,15.0,0.0,15.0,6.0,130.24666666666664,781.4799999999998,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
1972,No,69.54545454545455,9.0,2.0,0.0,11.0,21.0,145.84142857142854,3062.6699999999987,Métodos de desarrollo de nuevas ideas,2019,7,2.875,AN
1973,No,9.0,1.0,9.0,0.0,10.0,1.0,143.42,143.42,Liderazgo y Motivación,2019,7,2.875,TI
1974,Si,89.39066666666666,15.0,0.0,0.0,15.0,89.0,247.79719101123592,22053.949999999993,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
1975,No,74.334,10.0,0.0,0.0,10.0,12.0,63.18000000000002,758.1600000000003,Marco Normativo,2019,7,2.875,EDU
1976,No,3.636363636363636,0.0,10.0,1.0,11.0,16.0,514.49125,8231.86,Fundamentos de mercadotecnia digital,2019,8,3.0,MER
1977,No,12.142857142857142,2.0,12.0,0.0,14.0,19.0,181.13315789473685,3441.53,Social Media,2019,7,2.875,MER
1978,Si,74.44416666666666,8.0,2.0,2.0,12.0,83.0,75.72108433734938,6284.8499999999985,Making Sense of Data: Modelación predictiva,2019,7,2.875,TI
1979,No,0.0,0.0,11.0,0.0,11.0,4.0,150.56,602.24,Administración de costos,2019,7,2.875,AN
1980,Si,71.64769230769231,11.0,2.0,0.0,13.0,60.0,175.49933333333328,10529.959999999995,Neurodesarrollo,2019,7,2.875,EDU
1981,Si,95.83333333333331,12.0,0.0,0.0,12.0,73.0,283.17671232876705,20671.899999999994,El diseño experiencial y el prototipo,2019,7,2.875,AN
1982,Si,78.88866666666667,12.0,1.0,2.0,15.0,42.0,331.94285714285724,13941.600000000004,Open data,2019,8,3.0,AN
1983,No,49.382,9.0,6.0,0.0,15.0,22.0,582.3436363636364,12811.56,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
1984,No,81.666,15.0,0.0,0.0,15.0,22.0,305.9013636363636,6729.829999999999,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
1985,No,87.69230769230771,12.0,1.0,0.0,13.0,45.0,209.33599999999998,9420.12,Desarrollo adolescente y Salud mental,2019,7,2.875,BSN
1986,Si,83.57142857142857,13.0,1.0,0.0,14.0,42.0,154.00833333333333,6468.3499999999985,"Diseño de una nueva coherencia  (entre cuerpo, emociones y lenguaje)",2019,7,2.875,EDU
1987,Si,87.3,10.0,0.0,0.0,10.0,78.0,227.4030769230769,17737.44,Proceso de enseñanza-aprendizaje,2019,7,2.875,EDU
1988,No,72.97642857142857,11.0,3.0,0.0,14.0,27.0,352.5455555555555,9518.729999999998,Social Media,2019,7,2.875,MER
1989,No,44.4,7.0,3.0,0.0,10.0,14.0,214.14142857142858,2997.98,Proceso de enseñanza-aprendizaje,2019,7,2.875,EDU
1990,Si,69.28571428571429,12.0,2.0,0.0,14.0,44.0,469.81340909090915,20671.79,El niño de Preescolar y su aprendizaje,2019,8,3.0,EDU
1991,Si,84.84818181818181,11.0,0.0,0.0,11.0,36.0,306.0680555555556,11018.45,Administración de costos,2019,7,2.875,BSN
1992,Si,88.333,10.0,0.0,0.0,10.0,148.0,286.69770270270266,42431.26,Liderazgo y Motivación,2019,7,2.875,AN
1993,No,68.33375,6.0,2.0,0.0,8.0,56.0,642.6512499999999,35988.469999999994,Programación Unity,2019,7,2.875,TI
1994,No,55.625,5.0,3.0,0.0,8.0,25.0,204.8748,5121.869999999999,Innovación y desarrollo de productos,2019,7,2.875,FZ
1995,No,89.0909090909091,10.0,1.0,0.0,11.0,58.0,256.17086206896545,14857.909999999994,Administración de costos,2019,7,2.875,AN
1996,Si,90.0,10.0,1.0,0.0,11.0,31.0,422.8761290322581,13109.160000000002,Administración de costos,2019,7,2.875,BSN
1997,Si,90.9090909090909,11.0,0.0,0.0,11.0,54.0,160.64407407407404,8674.779999999999,Legislación Educativa,2019,7,2.875,EDU
1998,No,88.18181818181819,10.0,1.0,0.0,11.0,21.0,241.24714285714288,5066.190000000001,Metodología moderna de la preparación deportiva,2019,7,2.875,EDU
1999,Si,93.666,10.0,0.0,0.0,10.0,88.0,279.1336363636363,24563.759999999995,Liderazgo y Motivación,2019,7,2.875,AN
2000,Si,94.333,10.0,0.0,0.0,10.0,16.0,240.764375,3852.23,Liderazgo y Motivación,2019,7,2.875,TI
2001,No,80.0,8.0,2.0,0.0,10.0,28.0,500.81821428571436,14022.910000000005,Business Understanding: Pensamiento analítico basado en datos.,2019,7,2.875,AN
2002,Si,44.15692307692307,7.0,6.0,0.0,13.0,69.0,83.32797101449277,5749.630000000003,Neurodesarrollo,2019,7,2.875,EDU
2003,No,61.667,8.0,2.0,0.0,10.0,17.0,436.74823529411765,7424.72,"Persona, formación y trascendencia",2019,7,2.875,EDU
2004,Si,89.666,5.0,0.0,0.0,5.0,21.0,263.8176190476191,5540.17,Análisis de Estados Financieros,2019,7,2.875,FZ
2005,Si,88.48454545454545,11.0,0.0,0.0,11.0,63.0,144.68873015873018,9115.39,Administración de costos,2019,7,2.875,BSN
2006,No,12.666666666666664,2.0,13.0,0.0,15.0,10.0,196.782,1967.82,Open data,2019,8,3.0,AN
2007,No,89.44416666666666,12.0,0.0,0.0,12.0,51.0,323.88490196078436,16518.13,Introducción a la Inteligencia Artificial,2019,7,2.875,TI
2008,Si,75.82533333333333,14.0,1.0,0.0,15.0,63.0,304.64650793650793,19192.73,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
2009,No,94.333,10.0,0.0,0.0,10.0,34.0,476.2917647058823,16193.92,Liderazgo y Motivación,2019,7,2.875,AN
2010,Si,76.03571428571429,11.0,3.0,0.0,14.0,45.0,345.7800000000001,15560.100000000002,Mercado farmacéutico y su Normatividad,2019,7,2.875,MER
2011,No,0.0,0.0,15.0,0.0,15.0,7.0,129.28714285714287,905.01,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
2012,Si,85.9725,11.0,1.0,0.0,12.0,32.0,491.1171875,15715.75,Neurodesarrollo,2019,7,2.875,EDU
2013,No,73.03,9.0,2.0,0.0,11.0,39.0,332.1115384615385,12952.35,Métodos de desarrollo de nuevas ideas,2019,7,2.875,AN
2014,No,6.0,1.0,9.0,0.0,10.0,3.0,561.9366666666666,1685.81,Proceso de enseñanza-aprendizaje,2019,7,2.875,EDU
2015,Si,81.32166666666667,12.0,0.0,0.0,12.0,99.0,235.960101010101,23360.05,Factores de riesgo / Conductas de riesgo. Interacciones precoces,2019,7,2.875,BSN
2016,No,11.538461538461537,2.0,11.0,0.0,13.0,6.0,18.753333333333334,112.52,"Diseño de una nueva coherencia  (entre cuerpo, emociones y lenguaje)",2019,7,2.875,EDU
2017,No,40.769230769230774,6.0,7.0,0.0,13.0,35.0,516.4119999999998,18074.42,Del modernismo a las vanguardias. La apuesta por una estética propia.,2019,7,2.875,AH
2018,No,52.12090909090909,8.0,3.0,0.0,11.0,43.0,69.78720930232558,3000.85,Métodos de desarrollo de nuevas ideas,2019,7,2.875,AN
2019,Si,92.77833333333334,12.0,0.0,0.0,12.0,41.0,484.44292682926834,19862.16,Factores de riesgo / Conductas de riesgo. Interacciones precoces,2019,7,2.875,BSN
2020,No,11.515454545454546,2.0,9.0,0.0,11.0,8.0,181.39,1451.12,Aspectos generales,2019,7,2.875,BSN
2021,Si,98.333,10.0,0.0,0.0,10.0,98.0,187.1044897959183,18336.239999999994,Liderazgo y Motivación,2019,7,2.875,AN
2022,No,69.54733333333333,13.0,2.0,0.0,15.0,23.0,339.0552173913044,7798.27,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
2023,Si,87.85714285714286,13.0,1.0,0.0,14.0,147.0,245.66333333333333,36112.51,"Diseño de una nueva coherencia  (entre cuerpo, emociones y lenguaje)",2019,7,2.875,EDU
2024,Si,74.40428571428572,12.0,2.0,0.0,14.0,25.0,276.5696,6914.24,Inteligencia de negocio en el contexto digital,2019,7,2.875,FZ
2025,Si,84.86083333333333,12.0,0.0,0.0,12.0,87.0,222.12712643678157,19325.06,Neurodesarrollo,2019,7,2.875,EDU
2026,No,64.8,8.0,2.0,0.0,10.0,48.0,164.26833333333332,7884.879999999999,Proceso de enseñanza-aprendizaje,2019,7,2.875,EDU
2027,No,95.0,10.0,0.0,0.0,10.0,45.0,359.9535555555554,16197.909999999994,Liderazgo y Motivación,2019,7,2.875,MER
2028,Si,83.0,7.0,1.0,0.0,8.0,57.0,87.01491228070171,4959.8499999999985,Finanzas para no Financieros,2019,7,2.875,FZ
2029,Si,73.92857142857143,11.0,3.0,0.0,14.0,23.0,85.7304347826087,1971.8,Social Media,2019,7,2.875,MER
2030,Si,80.83333333333333,9.0,2.0,1.0,12.0,59.0,209.7069491525424,12372.709999999995,Administración de riesgos,2019,7,2.875,AN
2031,No,70.22727272727273,10.0,1.0,0.0,11.0,40.0,383.45575000000014,15338.230000000005,Legislación Educativa,2019,7,2.875,EDU
2032,Si,65.99076923076922,11.0,2.0,0.0,13.0,33.0,226.88939393939398,7487.350000000001,Neurodesarrollo,2019,7,2.875,EDU
2033,Si,85.22727272727273,11.0,0.0,0.0,11.0,39.0,362.01128205128214,14118.44,Legislación Educativa,2019,7,2.875,EDU
2034,No,74.04785714285714,11.0,3.0,0.0,14.0,48.0,330.88854166666664,15882.65,Social Media,2019,7,2.875,MER
2035,Si,47.375,12.0,8.0,0.0,20.0,60.0,237.22016666666661,14233.209999999995,Neurodesarrollo,2019,7,2.875,EDU
2036,No,71.68933333333334,15.0,0.0,0.0,15.0,42.0,198.92357142857142,8354.79,Primeros auxilios psicológicos (PAP) y su aplicación en niños,2019,8,3.0,BSN
2037,Si,72.56461538461538,13.0,0.0,0.0,13.0,54.0,405.8803703703703,21917.54,Filosofía y Arte,2019,7,2.875,AH
2038,Si,98.333,10.0,0.0,0.0,10.0,34.0,265.1808823529412,9016.15,Liderazgo y Motivación,2019,7,2.875,AN
2039,Si,86.36363636363636,11.0,0.0,0.0,11.0,40.0,309.5780000000001,12383.12,Administración de costos,2019,7,2.875,AN
2040,Si,87.04733333333333,14.0,1.0,0.0,15.0,51.0,332.5084313725492,16957.930000000008,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
2041,No,22.5,2.0,6.0,0.0,8.0,19.0,53.10894736842105,1009.07,Programación Unity,2019,7,2.875,TI
2042,Si,95.04733333333333,15.0,0.0,0.0,15.0,46.0,426.67673913043467,19627.129999999994,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
2043,No,72.5,8.0,2.0,2.0,12.0,42.0,935.5992857142855,39295.169999999984,Diagnóstico de Obesidad Infantil,2019,7,2.875,BSN
2044,Si,80.667,9.0,1.0,0.0,10.0,119.0,264.8414285714285,31516.129999999986,Proceso de enseñanza-aprendizaje,2019,7,2.875,EDU
2045,No,3.8461538461538463,1.0,12.0,0.0,13.0,4.0,725.9275,2903.71,ISR Personas Físicas,2019,7,2.875,FZ
2046,No,56.39,11.0,2.0,0.0,13.0,33.0,349.5572727272726,11535.389999999996,"Diseño de una nueva coherencia  (entre cuerpo, emociones y lenguaje)",2019,7,2.875,EDU
2047,Si,100.0,5.0,0.0,0.0,5.0,95.0,139.3515789473684,13238.4,Fusiones y Adquisiciones,2019,7,2.875,FZ
2048,No,33.53916666666667,6.0,6.0,0.0,12.0,19.0,252.9226315789474,4805.530000000002,Neurodesarrollo,2019,7,2.875,EDU
2049,Si,92.38066666666668,15.0,0.0,0.0,15.0,48.0,102.63166666666666,4926.32,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
2050,No,60.12846153846154,10.0,3.0,0.0,13.0,106.0,306.5714150943396,32496.57,Neurodesarrollo,2019,7,2.875,EDU
2051,No,62.85714285714285,10.0,4.0,0.0,14.0,31.0,648.258064516129,20096.0,"Diseño de una nueva coherencia  (entre cuerpo, emociones y lenguaje)",2019,7,2.875,EDU
2052,Si,80.0,12.0,1.0,2.0,15.0,50.0,619.2938,30964.69,Arte y Religión,2019,7,2.875,AH
2053,Si,84.24272727272728,10.0,1.0,0.0,11.0,29.0,458.10103448275856,13284.929999999997,Administración de costos,2019,7,2.875,BSN
2054,No,0.0,0.0,12.0,0.0,12.0,2.0,0.005,0.01,Administración de riesgos,2019,7,2.875,AN
2055,No,56.16,7.0,3.0,0.0,10.0,23.0,270.06652173913045,6211.53,"Persona, formación y trascendencia",2019,7,2.875,EDU
2056,Si,91.0,10.0,0.0,0.0,10.0,51.0,223.79568627450973,11413.579999999998,Liderazgo y Motivación,2019,7,2.875,AN
2057,No,61.2923076923077,9.0,4.0,0.0,13.0,16.0,327.5587500000001,5240.940000000001,"Diseño de una nueva coherencia  (entre cuerpo, emociones y lenguaje)",2019,7,2.875,EDU
2058,No,37.142857142857146,6.0,7.0,1.0,14.0,24.0,173.30583333333337,4159.34,"Diseño de una nueva coherencia  (entre cuerpo, emociones y lenguaje)",2019,7,2.875,EDU
2059,Si,75.15181818181819,11.0,0.0,0.0,11.0,29.0,155.10586206896554,4498.0700000000015,Administración de costos,2019,7,2.875,BSN
2060,Si,95.666,5.0,0.0,0.0,5.0,59.0,155.72559322033896,9187.81,Análisis de Estados Financieros,2019,7,2.875,FZ
2061,No,82.53399999999999,10.0,0.0,0.0,10.0,25.0,397.35280000000006,9933.820000000003,Proceso de enseñanza-aprendizaje,2019,7,2.875,EDU
2062,Si,92.1875,8.0,0.0,0.0,8.0,38.0,602.0784210526316,22878.98,Tendencia de las organizaciones,2019,7,2.875,AN
2063,Si,95.04733333333333,15.0,0.0,0.0,15.0,90.0,440.0562222222221,39605.05999999998,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
2064,Si,88.666,10.0,0.0,0.0,10.0,72.0,191.58416666666676,13794.060000000005,Liderazgo y Motivación,2019,7,2.875,AN
2065,Si,95.66799999999999,5.0,0.0,0.0,5.0,34.0,89.05441176470589,3027.850000000001,Análisis de Estados Financieros,2019,7,2.875,FZ
2066,Si,78.33333333333333,10.0,2.0,0.0,12.0,84.0,342.05892857142857,28732.95,Diagnóstico de Obesidad Infantil,2019,7,2.875,BSN
2067,Si,95.0,15.0,0.0,0.0,15.0,62.0,401.93161290322587,24919.76000000001,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
2068,No,20.714285714285715,4.0,10.0,0.0,14.0,12.0,247.63916666666668,2971.67,Innovación en negocios,2019,7,2.875,AN
2069,No,77.68555555555554,8.0,1.0,0.0,9.0,32.0,60.628125,1940.1,Evaluación de Instituciones Educativos,2019,8,3.0,EDU
2070,No,7.832999999999999,2.0,8.0,0.0,10.0,8.0,202.465,1619.7199999999998,La Tecnología en la Educación,2019,7,2.875,EDU
2071,Si,94.0,10.0,0.0,0.0,10.0,111.0,125.7802702702703,13961.61,Liderazgo y Motivación,2019,7,2.875,RH
2072,Si,86.48222222222222,9.0,0.0,0.0,9.0,52.0,127.47807692307691,6628.86,Sistemas de Información de Mercadotecnia,2019,8,3.0,MER
2073,No,3.333333333333333,1.0,14.0,0.0,15.0,9.0,461.52333333333337,4153.710000000001,Arte y Religión,2019,7,2.875,AH
2074,No,78.08333333333333,9.0,2.0,1.0,12.0,27.0,232.20962962962966,6269.660000000002,Social Media,2019,7,2.875,MER
2075,No,51.8985,11.0,9.0,0.0,20.0,58.0,483.56500000000005,28046.770000000004,Neurodesarrollo,2019,7,2.875,EDU
2076,No,73.667,8.0,2.0,0.0,10.0,51.0,236.74117647058839,12073.800000000005,Liderazgo y Motivación,2019,7,2.875,AN
2077,No,90.833,10.0,0.0,0.0,10.0,53.0,443.3358490566037,23496.8,Diseño e Implementación de APPS,2019,7,2.875,TI
2078,Si,98.46153846153848,13.0,0.0,0.0,13.0,76.0,392.8909210526316,29859.710000000006,"Diseño de una nueva coherencia  (entre cuerpo, emociones y lenguaje)",2019,7,2.875,EDU
2079,No,74.28571428571429,11.0,3.0,0.0,14.0,25.0,410.3268,10258.17,Social Media,2019,7,2.875,MER
2080,Si,94.0,10.0,0.0,0.0,10.0,55.0,288.72963636363636,15880.13,Liderazgo y Motivación,2019,7,2.875,AN
2081,No,28.380666666666666,5.0,10.0,0.0,15.0,11.0,394.3390909090909,4337.730000000001,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
2082,Si,62.061428571428564,9.0,4.0,1.0,14.0,23.0,313.91869565217394,7220.13,Criptoeconomía,2019,7,2.875,TI
2083,No,69.0909090909091,9.0,2.0,0.0,11.0,26.0,345.15846153846155,8974.12,Legislación Educativa,2019,7,2.875,EDU
2084,Si,68.7176923076923,11.0,2.0,0.0,13.0,42.0,177.76809523809524,7466.26,Neurodesarrollo,2019,7,2.875,EDU
2085,Si,70.0,10.0,3.0,0.0,13.0,83.0,133.85566265060243,11110.02,Making Sense of Data: Modelación predictiva,2019,7,2.875,TI
2086,No,38.0,5.0,5.0,0.0,10.0,30.0,326.92333333333335,9807.700000000004,Proceso de enseñanza-aprendizaje,2019,7,2.875,AH
2087,No,84.14266666666667,14.0,1.0,0.0,15.0,25.0,581.5068,14537.67,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
2088,Si,87.06700000000002,10.0,0.0,0.0,10.0,70.0,225.49542857142853,15784.679999999995,Mercadotecnia Social en Farma,2019,7,2.875,TI
2089,No,60.666000000000004,9.0,1.0,0.0,10.0,47.0,308.0282978723405,14477.330000000005,Empresas familiares y gobierno corporativo,2019,7,2.875,AN
2090,Si,82.6,10.0,0.0,0.0,10.0,69.0,449.0692753623188,30985.78,Proceso de enseñanza-aprendizaje,2019,7,2.875,EDU
2091,Si,78.333,10.0,0.0,0.0,10.0,33.0,139.73151515151517,4611.14,Marco Normativo,2019,7,2.875,EDU
2092,Si,88.46153846153847,13.0,0.0,0.0,13.0,23.0,204.45565217391305,4702.48,"Diseño de una nueva coherencia  (entre cuerpo, emociones y lenguaje)",2019,7,2.875,EDU
2093,No,44.167,4.0,5.0,1.0,10.0,15.0,323.76666666666665,4856.5,Proceso de enseñanza-aprendizaje,2019,7,2.875,EDU
2094,Si,83.7,10.0,0.0,0.0,10.0,50.0,176.20179999999996,8810.089999999998,Proceso de enseñanza-aprendizaje,2019,7,2.875,EDU
2095,No,78.00583333333333,11.0,1.0,0.0,12.0,51.0,147.44784313725486,7519.839999999997,Neurodesarrollo,2019,7,2.875,EDU
2096,No,82.0,10.0,0.0,0.0,10.0,32.0,107.6721875,3445.51,Liderazgo y Motivación,2019,7,2.875,EDU
2097,No,66.6146875,22.0,10.0,0.0,32.0,26.0,414.61769230769227,10780.06,Simulación Estratégica de Proyectos y Negocios,2019,7,2.875,AN
2098,Si,79.0909090909091,6.0,0.0,5.0,11.0,66.0,247.73515151515156,16350.52,Metodología moderna de la preparación deportiva,2019,7,2.875,EDU
2099,No,90.914,15.0,0.0,0.0,15.0,26.0,546.5376923076923,14209.98,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
2100,Si,85.833,10.0,0.0,0.0,10.0,46.0,446.54173913043473,20540.92,La Tecnología en la Educación,2019,7,2.875,EDU
2101,No,0.0,0.0,10.0,0.0,10.0,4.0,192.105,768.4200000000002,BEPS,2019,7,2.875,FZ
2102,No,88.76133333333333,15.0,0.0,0.0,15.0,22.0,216.93454545454543,4772.56,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
2103,No,13.33375,2.0,6.0,0.0,8.0,33.0,327.5815151515152,10810.19,Programación Unity,2019,7,2.875,TI
2104,Si,86.48,15.0,0.0,0.0,15.0,70.0,198.97342857142866,13928.140000000005,Flujo de datos transfronterizos,2019,8,3.0,DER
2105,No,65.83285714285714,12.0,2.0,0.0,14.0,36.0,223.56000000000003,8048.160000000002,E-Health Y Telemedicina,2019,7,2.875,BSN
2106,No,15.9725,2.0,10.0,0.0,12.0,19.0,410.21736842105247,7794.129999999997,Neurodesarrollo,2019,7,2.875,EDU
2107,No,80.83416666666666,12.0,0.0,0.0,12.0,22.0,391.71954545454537,8617.83,Factores de riesgo / Conductas de riesgo. Interacciones precoces,2019,7,2.875,BSN
2108,No,64.52928571428572,12.0,2.0,0.0,14.0,108.0,283.69675925925924,30639.25,Arte prehistórico y protohistórico,2019,7,2.875,AH
2109,No,0.0,0.0,11.0,0.0,11.0,3.0,70.66666666666667,212.0,Administración de costos,2019,7,2.875,AN
2110,Si,81.0,9.0,1.0,0.0,10.0,77.0,87.05623376623377,6703.330000000001,Liderazgo y Motivación,2019,7,2.875,AN
2111,Si,81.66666666666667,12.0,0.0,0.0,12.0,101.0,322.9039603960395,32613.299999999992,Administración de costos,2019,7,2.875,BSN
2112,Si,81.43083333333334,11.0,1.0,0.0,12.0,70.0,266.9964285714286,18689.750000000004,Neurodesarrollo,2019,7,2.875,EDU
2113,No,5.833333333333332,0.0,11.0,1.0,12.0,7.0,175.6414285714286,1229.49,El diseño experiencial y el prototipo,2019,7,2.875,AN
2114,No,32.361999999999995,7.0,8.0,0.0,15.0,16.0,59.184375,946.95,Ambiente y conductas obesogénicas,2019,7,2.875,BSN
